year,month,ff4_tc,ed2_tc,ed3_tc,ed4_tc,sp500_tc,pmneg_ed2_sp500_tc,pmpos_ed2_sp500_tc,pmneg_ff4_sp500_tc,pmpos_ff4_sp500_tc
2002,12,-0.0070698,0.00709677419354839,0.0141935483870968,0.0283870967741936,-0.248294838709677,0.00709677419354839,0,-0,-0.0070698
2003,1,0.0058064,0.00362903225806452,0.0067741935483871,0.00532258064516129,0.0242341935483871,0,0.00362903225806452,0,0.0058064
2003,2,0.0270967,0,0,0,0,0,0,0,0
2003,3,-0.0090322,-0.00338709677419355,-0.00112903225806452,-0.00112903225806452,-0.228358064516129,-0,-0.00338709677419355,-0,-0.0090322
2003,4,-0.0109677,0,0,0,0,0,0,-0,-0
2003,5,-0.0335484,-0.0629032258064516,-0.0985483870967742,-0.121612903225806,0.129849032258065,-0.0629032258064516,-0,-0.0335484,-0
2003,6,0.0145483,0.0235,0.027,0.03,-0.050818,0.0235,0,0.0145483,0
2003,7,0.0840001,0,0,0,0,0,0,0,0
2003,8,0,-0.0112903225806452,-0.032258064516129,-0.0516129032258065,-0.0460664516129032,-0,-0.0112903225806452,0,0
2003,9,0,-0.0025,0,-0.00375,-0.078495,-0,-0.0025,0,0
2003,10,-0.0012903,-0.0116129032258065,-0.0145161290322581,-0.0161290322580645,-0.00809625806451613,-0,-0.0116129032258065,-0,-0.0012903
2003,11,-0.0087097,0,0,0,0,0,0,-0,-0
2003,12,0.0037096,0.00370967741935484,0.0426612903225806,0.0575,-0.0382794193548387,0.00370967741935484,0,0.0037096,0
2004,1,0.0019355,0.0141935483870968,0.0229032258064516,0.0312903225806452,-0.123796129032258,0.0141935483870968,0,0.0019355,0
2004,2,0.004355,0,0,0,0,0,0,0,0
2004,3,-0.0025806,-0.0283870967741935,-0.0412903225806452,-0.0490322580645161,-0.00697909677419355,-0,-0.0283870967741935,-0,-0.0025806
2004,4,-0.0024195,0,0,0,0,0,0,-0,-0
2004,5,-0.0045161,-0.00225806451612903,0.00225806451612903,0.00451612903225806,0.343776774193548,-0.00225806451612903,-0,-0.0045161,-0
2004,6,-0.0008171,-0.000916666666666667,-0.000416666666666667,-0.000333333333333333,0.00954,-0.000916666666666667,-0,-0.0008171,-0
2004,7,-0.0096667,0,0,0,0,0,0,-0,-0
2004,8,0.0283799,0.0301612903225807,0.0354838709677419,0.0354838709677419,-0.208730322580645,0.0301612903225807,0,0.0283799,0
2004,9,0.0082767,-0.00666666666666667,-0.00583333333333333,-0.0075,0.0177486666666667,-0.00666666666666667,-0,0,0.0082767
2004,10,-0.0066667,0,0,0,0,0,0,-0,-0
2004,11,-0.0069931,-0.0175,-0.0245,-0.03325,0.087003,-0.0175,-0,-0.0069931,-0
2004,12,-0.0059001,-0.00725806451612903,-0.0101612903225806,-0.0101612903225806,0.0410289677419355,-0.00725806451612903,-0,-0.0059001,-0
2005,1,-0.0020969,0,0,0,0,0,0,-0,-0
2005,2,0,-0.0192857142857143,-0.0216964285714286,-0.0216964285714286,0.0444844285714286,-0.0192857142857143,-0,0,0
2005,3,0.0032258,0.0241935483870968,0.0306451612903226,0.0346774193548387,-0.0947967741935484,0.0241935483870968,0,0.0032258,0
2005,4,0.0067742,0,0,0,0,0,0,0,0
2005,5,0.0093548,0.0163709677419355,0.0233870967741935,0.0210483870967742,0.281225161290323,0,0.0163709677419355,0,0.0093548
2005,6,0.0011451,0.00175,0.00166666666666667,0.00175,-0.0148396666666667,0.00175,0,0.0011451,0
2005,7,0.0145001,0,0,0,0,0,0,0,0
2005,8,-0.0074193,-0.0111290322580645,-0.0166935483870968,-0.0185483870967742,0.189371612903226,-0.0111290322580645,-0,-0.0074193,-0
2005,9,0.0084193,0.00641666666666667,0.0055,0.0055,-0.0488546666666667,0.00641666666666667,0,0.0084193,0
2005,10,0.0190001,0,0,0,0,0,0,0,0
2005,11,0,0.0075,0.01,0.01,0.19471,0,0.0075,0,0
2005,12,-0.0030646,-0.0168548387096774,-0.0245161290322581,-0.0229838709677419,0.322540322580645,-0.0168548387096774,-0,-0.0030646,-0
2006,1,-0.0011289,0.000887096774193548,0.00104838709677419,0.00120967741935484,-0.0100522580645161,0.000887096774193548,0,-0,-0.0011289
2006,2,0.0241935,0,0,0,0,0,0,0,0
2006,3,0.003871,0.00645161290322581,0.00709677419354839,0.00709677419354839,-0.0926270967741935,0.00645161290322581,0,0.003871,0
2006,4,0.026129,0,0,0,0,0,0,0,0
2006,5,0.0248387,0.0354838709677419,0.0461290322580645,0.0443548387096774,-0.17150064516129,0.0354838709677419,0,0.0248387,0
2006,6,0.0084946,-0.00283333333333333,-0.00266666666666667,-0.00233333333333333,0.0299626666666667,-0.00283333333333333,-0,0,0.0084946
2006,7,-0.0233333,0,0,0,0,0,0,-0,-0
2006,8,-0.0270967,-0.0270967741935484,-0.0232258064516129,-0.0232258064516129,-0.190513548387097,-0,-0.0270967741935484,-0,-0.0270967
2006,9,-0.0079031,0.00641666666666667,0.00733333333333333,0.00825,-0.0946073333333333,0.00641666666666667,0,-0,-0.0079031
2006,10,-0.0011292,-0.00282258064516129,-0.00282258064516129,-0.00282258064516129,-0.00244661290322581,-0,-0.00282258064516129,-0,-0.0011292
2006,11,-0.003871,0,0,0,0,0,0,-0,-0
2006,12,-0.0032258,-0.00806451612903226,-0.0370967741935484,-0.0403225806451613,0.194974193548387,-0.00806451612903226,-0,-0.0032258,-0
2007,1,-0.0019355,-8.06451612903226e-05,-0.000483870967741935,-0.000483870967741935,0.0167225806451613,-8.06451612903226e-05,-0,-0.0019355,-0
2007,2,-0.0048387,0,0,0,0,0,0,-0,-0
2007,3,-0.005326,-0.0328225806451613,-0.0408064516129032,-0.0425806451612903,0.312339677419355,-0.0328225806451613,-0,-0.005326,-0
2007,4,-0.0096838,0,0,0,0,0,0,-0,-0
2007,5,0.0037096,0.022258064516129,0.0408064516129032,0.0482258064516129,-0.09315,0.022258064516129,0,0.0037096,0
2007,6,0.0012903,0.00075,0.002,0.00275,-0.03155,0.00075,0,0.0012903,0
2007,7,0,0,0,0,0,0,0,0,0
2007,8,0,-0.0318548387096774,-0.0383870967741936,-0.0331451612903226,0.184232967741935,-0.0318548387096774,-0,0,0
2007,9,-0.0736668,-0.0790833333333333,-0.0736666666666667,-0.06825,0.548166666666667,-0.0790833333333333,-0,-0.0736668,-0
2007,10,-0.0953655,0.00241935483870968,0.00298387096774194,0.00338709677419355,-0.0142054838709677,0.00241935483870968,0,-0,-0.0953655
2007,11,0.0290322,0,0,0,0,0,0,0,0
2007,12,0.0203228,0.0812903225806452,0.0101612903225806,-0.0389516129032258,-1.11841935483871,0.0812903225806452,0,0.0203228,0
2008,1,-0.0390322,-0.0424193548387097,-0.0280645161290323,-0.0182258064516129,0.420815483870968,-0.0424193548387097,-0,-0.0390322,-0
2008,2,-0.2062905,0,0,0,0,0,0,-0,-0
2008,3,0.0338709,0.0643548387096774,0.0728225806451613,0.072258064516129,0.597529032258065,0,0.0643548387096774,0,0.0338709
2008,4,0.0386291,-0.00275,-0.00266666666666667,-0.00183333333333333,0.011909,-0.00275,-0,0,0.0386291
2008,5,-0.0725,0,0,0,0,0,0,-0,-0
2008,6,0.003,-0.01,-0.0095,-0.011,0.0105482,-0.01,-0,0,0.003
2008,7,0.0120001,0,0,0,0,0,0,0,0
2008,8,-0.026129,-0.0239516129032258,-0.0239516129032258,-0.0304838709677419,0.14026935483871,-0.0239516129032258,-0,-0.026129,-0
2008,9,0.056129,0.04625,0.0325,0.02875,-0.277265,0.04625,0,0.056129,0
2008,10,0.0474272,-0.00459677419354839,-0.00919354838709677,-0.0111290322580645,1.17480967741935,-0.00459677419354839,-0,0,0.0474272
2008,11,-0.0474172,0,0,0,0,0,0,-0,-0
2008,12,-0.095489,-0.123870967741935,-0.125161290322581,-0.123870967741935,0.826270967741935,-0.123870967741935,-0,-0.095489,-0
2009,1,-0.0895209,-0.00129032258064516,-0.000967741935483871,-0.00258064516129032,-0.0192993548387097,-0,-0.00129032258064516,-0,-0.0895209
2009,2,0,0,0,0,0,0,0,0,0
2009,3,-0.0045161,-0.0304838709677419,-0.032741935483871,-0.0293548387096774,0.815838709677419,-0.0304838709677419,-0,-0.0045161,-0
2009,4,-0.0051508,0.0005,0.0015,0.0025,0.049878,0,0.0005,-0.0051508,-0
2009,5,0.0046668,0,0,0,0,0,0,0,0
2009,6,0,0.00816666666666667,0.0128333333333333,0.0163333333333333,-0.136077666666667,0.00816666666666667,0,0,0
2009,7,0,0,0,0,0,0,0,0,0
2009,8,-0.0032258,-0.00967741935483871,-0.0161290322580645,-0.0112903225806452,-0.141283870967742,-0,-0.00967741935483871,-0,-0.0032258
2009,9,-0.0057743,-0.0266666666666667,-0.0333333333333333,-0.036,0.130704,-0.0266666666666667,-0,-0.0057743,-0
2009,10,-0.0109999,0,0,0,0,0,0,-0,-0
2009,11,-0.008991,-0.01125,-0.0225,-0.0315,0,-0,-0,-0,-0
2009,12,-0.0035796,0,0.00516129032258065,0.0103225806451613,-0.0442441290322581,0,0,-0,-0.0035796
2010,1,-0.0024195,0.00201612903225806,0.00645161290322581,0.0108870967741935,0.0141414516129032,0,0.00201612903225806,-0.0024195,-0
2010,2,0,0,0,0,0,0,0,0,0
2010,3,-0.0051613,-0.0180645161290323,-0.0258064516129032,-0.0283870967741935,0.103194838709677,-0.0180645161290323,-0,-0.0051613,-0
2010,4,-0.0058386,-0.00075,-0.001,-0.00075,0.017672,-0.00075,-0,-0.0058386,-0
2010,5,-0.0090001,0,0,0,0,0,0,-0,-0
2010,6,0,0.002,0.002,0.00133333333333333,0.0977466666666667,0,0.002,0,0
2010,7,0,0,0,0,0,0,0,0,0
2010,8,0,-0.0106451612903226,-0.0230645161290323,-0.0283870967741936,0.517844516129032,-0.0106451612903226,-0,0,0
2010,9,0.0016668,-0.00416666666666667,-0.00416666666666667,-0.00416666666666667,0.175903333333333,-0.00416666666666667,-0,0,0.0016668
2010,10,0.0033333,0,0,0,0,0,0,0,0
2010,11,0.0046666,-0.007,-0.00233333333333333,-0.007,-0.361984,-0,-0.007,0.0046666,0
2010,12,0.0003333,-0.00145161290322581,-0.00435483870967742,-0.00435483870967742,0,-0,-0,0,0
2011,1,-0.0009677,-0.000967741935483871,-0.00290322580645161,-0.00435483870967742,-0.0127169032258065,-0,-0.000967741935483871,-0,-0.0009677
2011,2,-0.0040321,0,0,0,0,0,0,-0,-0
2011,3,0,0.00137096774193548,0.00411290322580645,0.0123387096774194,0.178598709677419,0,0.00137096774193548,0,0
2011,4,0,-0.000666666666666667,-0.00166666666666667,-0.003,0.0178653333333333,-0.000666666666666667,-0,0,0
2011,5,0,0,0,0,0,0,0,0,0
2011,6,-0.0015001,0,0.0015,0.0045,0.0255705,0,0,-0.0015001,-0
2011,7,-0.0035,0,0,0,0,0,0,-0,-0
2011,8,-0.0037096,0.00370967741935484,-0.0241129032258065,-0.0612096774193548,-0.743122580645161,0.00370967741935484,0,-0,-0.0037096
2011,9,0.0053763,0.02,0.0216666666666667,0.0225,-0.06315,0.02,0,0.0053763,0
2011,10,0.0133333,0,0,0,0,0,0,0,0
2011,11,0.0096667,0.00966666666666667,0.0120833333333333,0.0193333333333333,-0.164836,0.00966666666666667,0,0.0096667,0
2011,12,0.0003333,0.00612903225806452,0.00612903225806452,0.00612903225806452,-0.452052903225806,0.00612903225806452,0,0.0003333,0
2012,1,0,-0.00338709677419355,-0.00564516129032258,-0.00790322580645161,0.0802245161290323,-0.00338709677419355,-0,0,0
2012,2,0,0,0,0,0,0,0,0,0
2012,3,0,0.00612903225806452,0.00919354838709677,0.0137903225806452,-0.00444955483870968,0.00612903225806452,0,0,0
2012,4,0,0.001,0.0005,0.0005,-0.02026,0.001,0,0,0
2012,5,0,0,0,0,0,0,0,0,0
2012,6,0.0036666,0.00733333333333333,0.00641666666666667,0.00825,-0.029942,0.00733333333333333,0,0.0036666,0
2012,7,NaN,0,0,0,0,0,0,NaN,NaN
2012,8,NaN,0.0125,0.015,0.015,-0.20012,0.0125,0,NaN,NaN
2012,9,NaN,0.0075,0.009,0.012,0.395184,0,0.0075,NaN,NaN
2012,10,NaN,0,0.000645161290322581,0,-0.0109876129032258,0,0,NaN,NaN
2012,11,NaN,0,0,0,0,0,0,NaN,NaN
2012,12,NaN,-0.00483870967741935,-0.00483870967741935,-0.0032258064516129,0.276858064516129,-0.00483870967741935,-0,NaN,NaN
2013,1,NaN,0,-0.000483870967741935,-0.00032258064516129,-0.00644625806451613,0,0,NaN,NaN
2013,2,NaN,0,0,0,0,0,0,NaN,NaN
2013,3,NaN,0.00193548387096774,0.00193548387096774,0,0.0374427096774194,0,0.00193548387096774,NaN,NaN
2013,4,NaN,0,0,0,0,0,0,NaN,NaN
2013,5,NaN,0,0,0,0.19904,0,0,NaN,NaN
2013,6,NaN,0,0.001,0.002,-0.019472,0,0,NaN,NaN
2013,7,NaN,0,-0.000161290322580645,-0.000241935483870968,-0.00248925806451613,0,0,NaN,NaN
2013,8,NaN,0,0,0,0,0,0,NaN,NaN
2013,9,NaN,-0.00433333333333333,-0.00541666666666667,-0.00975,0.439746666666667,-0.00433333333333333,-0,NaN,NaN
2013,10,NaN,-0.00032258064516129,0,0.00032258064516129,-0.0220193548387097,-0,-0.00032258064516129,NaN,NaN
2013,11,NaN,0,0,0,0,0,0,NaN,NaN
2013,12,NaN,0.00225806451612903,0,-0.00225806451612903,0.42434,0,0.00225806451612903,NaN,NaN
2014,1,NaN,0,0,-0.000241935483870968,-0.0505916129032258,0,0,NaN,NaN
2014,2,NaN,0,0,0,0,0,0,NaN,NaN
2014,3,NaN,0.00314516129032258,0.00733870967741936,0.0157258064516129,-0.0787716129032258,0.00314516129032258,0,NaN,NaN
2014,4,NaN,8.33333333333333e-05,0.000166666666666667,8.33333333333333e-05,-0.000889233333333333,8.33333333333333e-05,0,NaN,NaN
2014,5,NaN,0,0,0,0,0,0,NaN,NaN
2014,6,NaN,0.00216666666666667,0.00433333333333333,0.00541666666666667,0.160116666666667,0,0.00216666666666667,NaN,NaN
2014,7,NaN,-0.00032258064516129,-0.000645161290322581,-0.000645161290322581,0.0246277419354839,-0.00032258064516129,-0,NaN,NaN
2014,8,NaN,0,0,0,0,0,0,NaN,NaN
2014,9,NaN,0.0035,0.00933333333333333,0.0175,0.187324666666667,0,0.0035,NaN,NaN
2014,10,NaN,0.000483870967741935,0.00338709677419355,0.00508064516129032,-0.0186677419354839,0.000483870967741935,0,NaN,NaN
2014,11,NaN,0,0,0,0,0,0,NaN,NaN
2014,12,NaN,-0.0229838709677419,-0.0375,-0.0471774193548387,0.394204838709677,-0.0229838709677419,-0,NaN,NaN
2015,1,NaN,-0.000967741935483871,-0.00161290322580645,-0.00193548387096774,-0.0172141935483871,-0,-0.000967741935483871,NaN,NaN
2015,2,NaN,0,0,0,0,0,0,NaN,NaN
2015,3,NaN,-0.0293548387096774,-0.0361290322580645,-0.0417741935483871,0.719961290322581,-0.0293548387096774,-0,NaN,NaN
2015,4,NaN,-0.000333333333333333,-0.000166666666666667,-0.000166666666666667,0.0101546666666667,-0.000333333333333333,-0,NaN,NaN
2015,5,NaN,0,0,0,0,0,0,NaN,NaN
2015,6,NaN,-0.0198333333333333,-0.0233333333333333,-0.0268333333333333,0.0828286666666667,-0.0198333333333333,-0,NaN,NaN
2015,7,NaN,-0.000967741935483871,-0.00120967741935484,-0.00169354838709677,0.00922887096774194,-0.000967741935483871,-0,NaN,NaN
2015,8,NaN,0,0,0,0,0,0,NaN,NaN
2015,9,NaN,-0.0303333333333333,-0.0315,-0.0291666666666667,0.118234666666667,-0.0303333333333333,-0,NaN,NaN
2015,10,NaN,0.00516129032258065,0.00612903225806452,0.00774193548387097,-0.0729896774193548,0.00516129032258065,0,NaN,NaN
2015,11,NaN,0,0,0,0,0,0,NaN,NaN
2015,12,NaN,0.0103225806451613,0.0116129032258065,0.0103225806451613,0.0252449032258064,0,0.0103225806451613,NaN,NaN
2016,1,NaN,-0.00443548387096774,-0.00524193548387097,-0.00685483870967742,-0.0680370967741935,-0,-0.00443548387096774,NaN,NaN
2016,2,NaN,0,0,0,0,0,0,NaN,NaN
2016,3,NaN,-0.0425806451612903,-0.0516129032258065,-0.0580645161290323,0.174905806451613,-0.0425806451612903,-0,NaN,NaN
2016,4,NaN,0.000666666666666667,0.00166666666666667,0.00166666666666667,0.033896,0,0.000666666666666667,NaN,NaN
2016,5,NaN,0,0,0,0,0,0,NaN,NaN
2016,6,NaN,-0.024,-0.0266666666666667,-0.028,0.0476208,-0.024,-0,NaN,NaN
2016,7,NaN,0.000806451612903226,0.00120967741935484,0.00120967741935484,0.0466645161290323,0,0.000806451612903226,NaN,NaN
2016,8,NaN,0,0,0,0,0,0,NaN,NaN
2016,9,NaN,-0.00916666666666667,-0.0116666666666667,-0.0116666666666667,0.0343333333333333,-0.00916666666666667,-0,NaN,NaN
2016,10,NaN,0,0,0,0,0,0,NaN,NaN
2016,11,NaN,0.00241666666666667,0.00241666666666667,0.00483333333333333,0.0230772333333333,0,0.00241666666666667,NaN,NaN
2016,12,NaN,0.0116129032258065,0.0275806451612903,0.0464516129032258,-0.10507935483871,0.0116129032258065,0,NaN,NaN
2017,1,NaN,0,0,0,0,0,0,NaN,NaN
2017,2,NaN,-0.0175,-0.025,-0.025,0.0087974,-0.0175,-0,NaN,NaN
2017,3,NaN,-0.0274193548387097,-0.0370161290322581,-0.0425,0.122410967741935,-0.0274193548387097,-0,NaN,NaN
2017,4,NaN,0,0,0,0,0,0,NaN,NaN
2017,5,NaN,0.0116935483870968,0.00935483870967742,0.0116935483870968,0.121753225806452,0,0.0116935483870968,NaN,NaN
2017,6,NaN,0.00991666666666667,0.01275,0.0141666666666667,-0.0337314,0.00991666666666667,0,NaN,NaN
2017,7,NaN,-0.00193548387096774,-0.00338709677419355,-0.00290322580645161,0.0211083870967742,-0.00193548387096774,-0,NaN,NaN
2017,8,NaN,0,0,0,0,0,0,NaN,NaN
2017,9,NaN,0.0155833333333333,0.01925,0.0210833333333333,-0.0549743333333333,0.0155833333333333,0,NaN,NaN
2017,10,NaN,0,0,0,0,0,0,NaN,NaN
2017,11,NaN,0.005,0.005,0.0025,0.1242,0,0.005,NaN,NaN
2017,12,NaN,-0.00459677419354839,-0.00612903225806452,-0.00612903225806452,0.133061290322581,-0.00459677419354839,-0,NaN,NaN
2018,1,NaN,0.000241935483870968,0.00032258064516129,0.000161290322580645,-0.00342516129032258,0.000241935483870968,0,NaN,NaN
2018,2,NaN,0,0,0,0,0,0,NaN,NaN
2018,3,NaN,-0.00354838709677419,-0.0017741935483871,0,0.0454867741935484,-0.00354838709677419,-0,NaN,NaN
2018,4,NaN,0,0,0,0,0,0,NaN,NaN
2018,5,NaN,-0.00725806451612903,-0.00725806451612903,-0.00967741935483871,0.0109538709677419,-0.00725806451612903,-0,NaN,NaN
2018,6,NaN,0.009,0.0165,0.021,-0.088188,0.009,0,NaN,NaN
2018,7,NaN,0,0,0,0,0,0,NaN,NaN
2018,8,NaN,-0.005,-0.005,-0.0075,0.060458,-0.005,-0,NaN,NaN
2018,9,NaN,-0.000833333333333333,-0.000833333333333333,-0.00166666666666667,0.0284166666666667,-0.000833333333333333,-0,NaN,NaN
2018,10,NaN,0,0,0,0,0,0,NaN,NaN
2018,11,NaN,0.00383333333333333,0.00575,0.00766666666666667,-0.259585666666667,0.00383333333333333,0,NaN,NaN
2018,12,NaN,0.00943548387096774,0.00629032258064516,0.00524193548387097,-0.237501612903226,0.00943548387096774,0,NaN,NaN
2019,1,NaN,-0.0017741935483871,-0.00241935483870968,-0.00241935483870968,0.0587141935483871,-0.0017741935483871,-0,NaN,NaN
2019,2,NaN,0,0,0,0,0,0,NaN,NaN
2019,3,NaN,-0.00967741935483871,-0.0174193548387097,-0.0241935483870968,0.198282580645161,-0.00967741935483871,-0,NaN,NaN
2019,4,NaN,0,0,0,0,0,0,NaN,NaN
2019,5,NaN,-0.04,-0.05,-0.0575,0.16943,-0.04,-0,NaN,NaN
2019,6,NaN,-0.033,-0.041,-0.041,0.102396,-0.033,-0,NaN,NaN
2019,7,NaN,0,-0.000161290322580645,-0.000161290322580645,0.00128564516129032,0,0,NaN,NaN
2019,8,NaN,0,0,0,0,0,0,NaN,NaN
2019,9,NaN,0.0140833333333333,0.0151666666666667,0.01625,-0.272428,0.0140833333333333,0,NaN,NaN
2019,10,NaN,0.000967741935483871,0.000967741935483871,0.000967741935483871,0.214716129032258,0,0.000967741935483871,NaN,NaN
2019,11,NaN,0,0,0,0,0,0,NaN,NaN
2019,12,NaN,-0.00338709677419355,-0.00338709677419355,-0.00338709677419355,0.178093548387097,-0.00338709677419355,-0,NaN,NaN
2020,1,NaN,0.000483870967741935,0.000483870967741935,0.000241935483870968,NaN,0,0,NaN,NaN
2020,2,NaN,0,0,0,NaN,0,0,NaN,NaN
2020,3,NaN,-0.277822580645161,-0.242177419354839,-0.228709677419355,NaN,-0,-0,NaN,NaN
2020,4,NaN,-0.000666666666666667,-0.0005,0,NaN,-0,-0,NaN,NaN
2020,5,NaN,0,0,0,NaN,0,0,NaN,NaN
2020,6,NaN,-0.0035,-0.0035,-0.0035,NaN,-0,-0,NaN,NaN
2020,7,NaN,-0.00145161290322581,-0.000483870967741935,-0.000241935483870968,NaN,-0,-0,NaN,NaN
2020,8,NaN,0,-0.000806451612903226,0.000403225806451613,NaN,0,0,NaN,NaN
2020,9,NaN,0,0,-0.00125,NaN,0,0,NaN,NaN
2020,10,NaN,0,0,0,NaN,0,0,NaN,NaN
2020,11,NaN,-0.00433333333333333,0,-0.00433333333333333,NaN,-0,-0,NaN,NaN
2020,12,NaN,0,0.00129032258064516,0,NaN,0,0,NaN,NaN
2021,1,NaN,-0.000806451612903226,0,-0.000806451612903226,NaN,-0,-0,NaN,NaN
2021,2,NaN,0,0,0,NaN,0,0,NaN,NaN
2021,3,NaN,-0.00241935483870968,-0.00362903225806452,-0.00483870967741936,NaN,-0,-0,NaN,NaN
2021,4,NaN,0.00025,-0.0005,-0.0005,NaN,0,0,NaN,NaN
2021,5,NaN,0,0,0,NaN,0,0,NaN,NaN
2021,6,NaN,0.00875,0.0075,0.01625,NaN,0,0,NaN,NaN
2021,7,NaN,0,0.00032258064516129,0.000967741935483871,NaN,0,0,NaN,NaN
2021,8,NaN,0,0,0,NaN,0,0,NaN,NaN
2021,9,NaN,0,-0.00075,0.0015,NaN,0,0,NaN,NaN
2021,10,NaN,0,0,0,NaN,0,0,NaN,NaN
2021,11,NaN,0.00233333333333333,0.00933333333333333,0.00933333333333333,NaN,0,0,NaN,NaN
2021,12,NaN,0.0260483870967742,0.0287903225806452,0.0287903225806452,NaN,0,0,NaN,NaN
2022,1,NaN,-0.000967741935483871,-0.00145161290322581,-0.00145161290322581,NaN,-0,-0,NaN,NaN
2022,2,NaN,0,0,0,NaN,0,0,NaN,NaN
2022,3,NaN,0.0606451612903226,0.0748387096774193,0.0851612903225806,NaN,0,0,NaN,NaN
2022,4,NaN,0,0,0,NaN,0,0,NaN,NaN
2022,5,NaN,-0.0248387096774194,-0.0293548387096774,-0.0338709677419355,NaN,-0,-0,NaN,NaN
2022,6,NaN,0.044,0.0493333333333333,0.0346666666666667,NaN,0,0,NaN,NaN
2022,7,NaN,0,0.00120967741935484,0.000806451612903226,NaN,0,0,NaN,NaN
2022,8,NaN,0,0,0,NaN,0,0,NaN,NaN
2022,9,NaN,0.0408333333333333,0.0466666666666667,0.0408333333333333,NaN,0,0,NaN,NaN
2022,10,NaN,0,0,0,NaN,0,0,NaN,NaN
2022,11,NaN,-0.0773333333333333,-0.087,-0.0966666666666667,NaN,-0,-0,NaN,NaN
2022,12,NaN,0.0464516129032258,0.0624193548387097,0.0667741935483871,NaN,0,0,NaN,NaN
2023,1,NaN,0,0,0,NaN,0,0,NaN,NaN
2023,2,NaN,0.0175,0.0225,0.0225,NaN,0,0,NaN,NaN
2023,3,NaN,-0.0209677419354839,-0.025,-0.0314516129032258,NaN,-0,-0,NaN,NaN
2023,4,NaN,0,0,0,NaN,0,0,NaN,NaN
2023,5,NaN,0.0163709677419355,0.0210483870967742,0.0187096774193548,NaN,0,0,NaN,NaN
2023,6,NaN,0.0425,0.0694166666666667,0.0821666666666667,NaN,0,0,NaN,NaN
2023,7,NaN,0.000967741935483871,0.00193548387096774,0.00145161290322581,NaN,0,0,NaN,NaN
2023,8,NaN,0,0,0,NaN,0,0,NaN,NaN
2023,9,NaN,0.0229166666666667,0.03575,0.0394166666666667,NaN,0,0,NaN,NaN
2023,10,NaN,0,0,0,NaN,0,0,NaN,NaN
2023,11,NaN,-0.015,-0.015,-0.0125,NaN,-0,-0,NaN,NaN
2023,12,NaN,-0.0398387096774194,-0.0750806451612903,-0.0980645161290323,NaN,-0,-0,NaN,NaN
2024,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024,11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2025,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2025,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2025,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2025,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2025,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2025,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2025,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2025,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2025,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2025,11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2025,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
